Category,Product,Quantity (L.),Year
,VINHO DE MESA,217208604.0,1970
,Tinto,174224052.0,1970
,Branco,748400.0,1970
,Rosado,42236152.0,1970
,VINHO FINO DE MESA (VINIFERA),23899346.0,1970
,Tinto,7591557.0,1970
,Branco,15562889.0,1970
,Rosado,744900.0,1970
,SUCO,1097771.0,1970
,Suco de uva integral,1097771.0,1970
,Suco de uva concentrado,,1970
,Suco de uva adoçado,,1970
,Suco de uva orgânico,,1970
,Suco de uva reconstituído,,1970
,DERIVADOS,14164329.0,1970
,Espumante,,1970
,Espumante moscatel,,1970
,Base espumante,,1970
,Base espumante moscatel,,1970
,Base Champenoise champanha,,1970
,Base Charmat champanha,,1970
,Bebida de uva,,1970
,Polpa de uva,,1970
,Mosto simples,7170736.0,1970
,Mosto concentrado,,1970
,Mosto de uva com bagaço,,1970
,Mosto dessulfitado,,1970
,Mistelas,1072100.0,1970
,Néctar de uva,,1970
,Licorosos,282500.0,1970
,Compostos,,1970
,Jeropiga,,1970
,Filtrado,,1970
,Frisante,,1970
,Vinho leve,,1970
,Vinho licoroso,,1970
,Brandy,,1970
,Destilado,830030.0,1970
,Bagaceira,961290.0,1970
,Licor de bagaceira,,1970
,Vinagre,,1970
,Borra líquida,3847673.0,1970
,Borra seca,,1970
,Vinho Composto,,1970
,Pisco,,1970
,Vinho orgânico,,1970
,Espumante orgânico,,1970
,Destilado alcoólico simples de bagaceira,,1970
,Vinho acidificado,,1970
,Mosto parcialmente fermentado,,1970
,Outros derivados,,1970
Total,Total,256370050.0,1970
,VINHO DE MESA,154264651.0,1971
,Tinto,121133369.0,1971
,Branco,1160500.0,1971
,Rosado,31970782.0,1971
,VINHO FINO DE MESA (VINIFERA),23586062.0,1971
,Tinto,7265666.0,1971
,Branco,15655709.0,1971
,Rosado,664687.0,1971
,SUCO,2296654.0,1971
,Suco de uva integral,2296654.0,1971
,Suco de uva concentrado,,1971
,Suco de uva adoçado,,1971
,Suco de uva orgânico,,1971
,Suco de uva reconstituído,,1971
,DERIVADOS,13280518.0,1971
,Espumante,,1971
,Espumante moscatel,,1971
,Base espumante,,1971
,Base espumante moscatel,,1971
,Base Champenoise champanha,,1971
,Base Charmat champanha,,1971
,Bebida de uva,,1971
,Polpa de uva,,1971
,Mosto simples,7646774.0,1971
,Mosto concentrado,,1971
,Mosto de uva com bagaço,,1971
,Mosto dessulfitado,,1971
,Mistelas,818400.0,1971
,Néctar de uva,,1971
,Licorosos,270000.0,1971
,Compostos,45000.0,1971
,Jeropiga,,1971
,Filtrado,,1971
,Frisante,,1971
,Vinho leve,,1971
,Vinho licoroso,,1971
,Brandy,,1971
,Destilado,,1971
,Bagaceira,913200.0,1971
,Licor de bagaceira,,1971
,Vinagre,21500.0,1971
,Borra líquida,3565644.0,1971
,Borra seca,,1971
,Vinho Composto,,1971
,Pisco,,1971
,Vinho orgânico,,1971
,Espumante orgânico,,1971
,Destilado alcoólico simples de bagaceira,,1971
,Vinho acidificado,,1971
,Mosto parcialmente fermentado,,1971
,Outros derivados,,1971
Total,Total,193427885.0,1971
,VINHO DE MESA,146953297.0,1972
,Tinto,118180926.0,1972
,Branco,1812367.0,1972
,Rosado,26960004.0,1972
,VINHO FINO DE MESA (VINIFERA),21078771.0,1972
,Tinto,6782837.0,1972
,Branco,13289304.0,1972
,Rosado,1006630.0,1972
,SUCO,3509440.0,1972
,Suco de uva integral,3509440.0,1972
,Suco de uva concentrado,,1972
,Suco de uva adoçado,,1972
,Suco de uva orgânico,,1972
,Suco de uva reconstituído,,1972
,DERIVADOS,12314509.0,1972
,Espumante,,1972
,Espumante moscatel,,1972
,Base espumante,,1972
,Base espumante moscatel,,1972
,Base Champenoise champanha,,1972
,Base Charmat champanha,,1972
,Bebida de uva,,1972
,Polpa de uva,,1972
,Mosto simples,6051822.0,1972
,Mosto concentrado,,1972
,Mosto de uva com bagaço,,1972
,Mosto dessulfitado,,1972
,Mistelas,871200.0,1972
,Néctar de uva,,1972
,Licorosos,254600.0,1972
,Compostos,1358300.0,1972
,Jeropiga,,1972
,Filtrado,,1972
,Frisante,,1972
,Vinho leve,,1972
,Vinho licoroso,,1972
,Brandy,,1972
,Destilado,,1972
,Bagaceira,755350.0,1972
,Licor de bagaceira,,1972
,Vinagre,8200.0,1972
,Borra líquida,3015037.0,1972
,Borra seca,,1972
,Vinho Composto,,1972
,Pisco,,1972
,Vinho orgânico,,1972
,Espumante orgânico,,1972
,Destilado alcoólico simples de bagaceira,,1972
,Vinho acidificado,,1972
,Mosto parcialmente fermentado,,1972
,Outros derivados,,1972
Total,Total,183856017.0,1972
,VINHO DE MESA,116710345.0,1973
,Tinto,88589019.0,1973
,Branco,243900.0,1973
,Rosado,27877426.0,1973
,VINHO FINO DE MESA (VINIFERA),12368410.0,1973
,Tinto,3419625.0,1973
,Branco,7930070.0,1973
,Rosado,1018715.0,1973
,SUCO,,1973
,Suco de uva integral,,1973
,Suco de uva concentrado,,1973
,Suco de uva adoçado,,1973
,Suco de uva orgânico,,1973
,Suco de uva reconstituído,,1973
,DERIVADOS,28317919.0,1973
,Espumante,,1973
,Espumante moscatel,,1973
,Base espumante,,1973
,Base espumante moscatel,,1973
,Base Champenoise champanha,,1973
,Base Charmat champanha,,1973
,Bebida de uva,,1973
,Polpa de uva,,1973
,Mosto simples,21779327.0,1973
,Mosto concentrado,,1973
,Mosto de uva com bagaço,,1973
,Mosto dessulfitado,,1973
,Mistelas,512900.0,1973
,Néctar de uva,,1973
,Licorosos,176500.0,1973
,Compostos,1628000.0,1973
,Jeropiga,,1973
,Filtrado,,1973
,Frisante,,1973
,Vinho leve,,1973
,Vinho licoroso,,1973
,Brandy,,1973
,Destilado,,1973
,Bagaceira,661270.0,1973
,Licor de bagaceira,,1973
,Vinagre,,1973
,Borra líquida,3559922.0,1973
,Borra seca,,1973
,Vinho Composto,,1973
,Pisco,,1973
,Vinho orgânico,,1973
,Espumante orgânico,,1973
,Destilado alcoólico simples de bagaceira,,1973
,Vinho acidificado,,1973
,Mosto parcialmente fermentado,,1973
,Outros derivados,,1973
Total,Total,157396674.0,1973
,VINHO DE MESA,193875345.0,1974
,Tinto,146544484.0,1974
,Branco,4138768.0,1974
,Rosado,43192093.0,1974
,VINHO FINO DE MESA (VINIFERA),31644124.0,1974
,Tinto,10047658.0,1974
,Branco,18927471.0,1974
,Rosado,2668995.0,1974
,SUCO,,1974
,Suco de uva integral,,1974
,Suco de uva concentrado,,1974
,Suco de uva adoçado,,1974
,Suco de uva orgânico,,1974
,Suco de uva reconstituído,,1974
,DERIVADOS,47904934.0,1974
,Espumante,,1974
,Espumante moscatel,,1974
,Base espumante,,1974
,Base espumante moscatel,,1974
,Base Champenoise champanha,,1974
,Base Charmat champanha,,1974
,Bebida de uva,,1974
,Polpa de uva,,1974
,Mosto simples,41346735.0,1974
,Mosto concentrado,,1974
,Mosto de uva com bagaço,,1974
,Mosto dessulfitado,,1974
,Mistelas,826300.0,1974
,Néctar de uva,,1974
,Licorosos,135000.0,1974
,Compostos,,1974
,Jeropiga,,1974
,Filtrado,,1974
,Frisante,,1974
,Vinho leve,,1974
,Vinho licoroso,,1974
,Brandy,,1974
,Destilado,,1974
,Bagaceira,424620.0,1974
,Licor de bagaceira,,1974
,Vinagre,35300.0,1974
,Borra líquida,5136979.0,1974
,Borra seca,,1974
,Vinho Composto,,1974
,Pisco,,1974
,Vinho orgânico,,1974
,Espumante orgânico,,1974
,Destilado alcoólico simples de bagaceira,,1974
,Vinho acidificado,,1974
,Mosto parcialmente fermentado,,1974
,Outros derivados,,1974
Total,Total,273424403.0,1974
,VINHO DE MESA,177401209.0,1975
,Tinto,144274134.0,1975
,Branco,1441507.0,1975
,Rosado,31685568.0,1975
,VINHO FINO DE MESA (VINIFERA),39424590.0,1975
,Tinto,14731106.0,1975
,Branco,21933695.0,1975
,Rosado,2759789.0,1975
,SUCO,,1975
,Suco de uva integral,,1975
,Suco de uva concentrado,,1975
,Suco de uva adoçado,,1975
,Suco de uva orgânico,,1975
,Suco de uva reconstituído,,1975
,DERIVADOS,53633143.0,1975
,Espumante,,1975
,Espumante moscatel,,1975
,Base espumante,,1975
,Base espumante moscatel,,1975
,Base Champenoise champanha,,1975
,Base Charmat champanha,,1975
,Bebida de uva,,1975
,Polpa de uva,,1975
,Mosto simples,48185206.0,1975
,Mosto concentrado,,1975
,Mosto de uva com bagaço,,1975
,Mosto dessulfitado,,1975
,Mistelas,223000.0,1975
,Néctar de uva,,1975
,Licorosos,24000.0,1975
,Compostos,,1975
,Jeropiga,,1975
,Filtrado,,1975
,Frisante,,1975
,Vinho leve,,1975
,Vinho licoroso,,1975
,Brandy,,1975
,Destilado,,1975
,Bagaceira,576098.0,1975
,Licor de bagaceira,,1975
,Vinagre,,1975
,Borra líquida,4624839.0,1975
,Borra seca,,1975
,Vinho Composto,,1975
,Pisco,,1975
,Vinho orgânico,,1975
,Espumante orgânico,,1975
,Destilado alcoólico simples de bagaceira,,1975
,Vinho acidificado,,1975
,Mosto parcialmente fermentado,,1975
,Outros derivados,,1975
Total,Total,270458942.0,1975
,VINHO DE MESA,144565438.0,1976
,Tinto,118360170.0,1976
,Branco,1871473.0,1976
,Rosado,24333795.0,1976
,VINHO FINO DE MESA (VINIFERA),34500590.0,1976
,Tinto,12405154.0,1976
,Branco,19874659.0,1976
,Rosado,2220777.0,1976
,SUCO,,1976
,Suco de uva integral,,1976
,Suco de uva concentrado,,1976
,Suco de uva adoçado,,1976
,Suco de uva orgânico,,1976
,Suco de uva reconstituído,,1976
,DERIVADOS,22925012.0,1976
,Espumante,,1976
,Espumante moscatel,,1976
,Base espumante,,1976
,Base espumante moscatel,,1976
,Base Champenoise champanha,,1976
,Base Charmat champanha,,1976
,Bebida de uva,,1976
,Polpa de uva,,1976
,Mosto simples,18220527.0,1976
,Mosto concentrado,,1976
,Mosto de uva com bagaço,,1976
,Mosto dessulfitado,,1976
,Mistelas,205500.0,1976
,Néctar de uva,,1976
,Licorosos,4400.0,1976
,Compostos,,1976
,Jeropiga,107500.0,1976
,Filtrado,,1976
,Frisante,,1976
,Vinho leve,,1976
,Vinho licoroso,,1976
,Brandy,,1976
,Destilado,,1976
,Bagaceira,705912.0,1976
,Licor de bagaceira,,1976
,Vinagre,288000.0,1976
,Borra líquida,3393173.0,1976
,Borra seca,,1976
,Vinho Composto,,1976
,Pisco,,1976
,Vinho orgânico,,1976
,Espumante orgânico,,1976
,Destilado alcoólico simples de bagaceira,,1976
,Vinho acidificado,,1976
,Mosto parcialmente fermentado,,1976
,Outros derivados,,1976
Total,Total,201991040.0,1976
,VINHO DE MESA,195359778.0,1977
,Tinto,154801826.0,1977
,Branco,4954387.0,1977
,Rosado,35603565.0,1977
,VINHO FINO DE MESA (VINIFERA),41264971.0,1977
,Tinto,16131758.0,1977
,Branco,20409231.0,1977
,Rosado,4723982.0,1977
,SUCO,,1977
,Suco de uva integral,,1977
,Suco de uva concentrado,,1977
,Suco de uva adoçado,,1977
,Suco de uva orgânico,,1977
,Suco de uva reconstituído,,1977
,DERIVADOS,24015856.0,1977
,Espumante,,1977
,Espumante moscatel,,1977
,Base espumante,,1977
,Base espumante moscatel,,1977
,Base Champenoise champanha,,1977
,Base Charmat champanha,,1977
,Bebida de uva,,1977
,Polpa de uva,,1977
,Mosto simples,22097156.0,1977
,Mosto concentrado,,1977
,Mosto de uva com bagaço,,1977
,Mosto dessulfitado,,1977
,Mistelas,553200.0,1977
,Néctar de uva,,1977
,Licorosos,525000.0,1977
,Compostos,,1977
,Jeropiga,12500.0,1977
,Filtrado,,1977
,Frisante,,1977
,Vinho leve,,1977
,Vinho licoroso,,1977
,Brandy,,1977
,Destilado,,1977
,Bagaceira,828000.0,1977
,Licor de bagaceira,,1977
,Vinagre,,1977
,Borra líquida,,1977
,Borra seca,,1977
,Vinho Composto,,1977
,Pisco,,1977
,Vinho orgânico,,1977
,Espumante orgânico,,1977
,Destilado alcoólico simples de bagaceira,,1977
,Vinho acidificado,,1977
,Mosto parcialmente fermentado,,1977
,Outros derivados,,1977
Total,Total,260640605.0,1977
,VINHO DE MESA,200053669.0,1978
,Tinto,162917363.0,1978
,Branco,5079748.0,1978
,Rosado,32056558.0,1978
,VINHO FINO DE MESA (VINIFERA),36750933.0,1978
,Tinto,15000671.0,1978
,Branco,17640081.0,1978
,Rosado,4110181.0,1978
,SUCO,,1978
,Suco de uva integral,,1978
,Suco de uva concentrado,,1978
,Suco de uva adoçado,,1978
,Suco de uva orgânico,,1978
,Suco de uva reconstituído,,1978
,DERIVADOS,41607777.0,1978
,Espumante,,1978
,Espumante moscatel,,1978
,Base espumante,,1978
,Base espumante moscatel,,1978
,Base Champenoise champanha,,1978
,Base Charmat champanha,,1978
,Bebida de uva,,1978
,Polpa de uva,,1978
,Mosto simples,40052456.0,1978
,Mosto concentrado,,1978
,Mosto de uva com bagaço,,1978
,Mosto dessulfitado,,1978
,Mistelas,242150.0,1978
,Néctar de uva,,1978
,Licorosos,479971.0,1978
,Compostos,75000.0,1978
,Jeropiga,60000.0,1978
,Filtrado,,1978
,Frisante,,1978
,Vinho leve,,1978
,Vinho licoroso,,1978
,Brandy,,1978
,Destilado,,1978
,Bagaceira,698200.0,1978
,Licor de bagaceira,,1978
,Vinagre,,1978
,Borra líquida,,1978
,Borra seca,,1978
,Vinho Composto,,1978
,Pisco,,1978
,Vinho orgânico,,1978
,Espumante orgânico,,1978
,Destilado alcoólico simples de bagaceira,,1978
,Vinho acidificado,,1978
,Mosto parcialmente fermentado,,1978
,Outros derivados,,1978
Total,Total,278412379.0,1978
,VINHO DE MESA,211252982.0,1979
,Tinto,154736439.0,1979
,Branco,7146395.0,1979
,Rosado,49370148.0,1979
,VINHO FINO DE MESA (VINIFERA),46129710.0,1979
,Tinto,14356453.0,1979
,Branco,25727132.0,1979
,Rosado,6046125.0,1979
,SUCO,,1979
,Suco de uva integral,,1979
,Suco de uva concentrado,,1979
,Suco de uva adoçado,,1979
,Suco de uva orgânico,,1979
,Suco de uva reconstituído,,1979
,DERIVADOS,35370846.0,1979
,Espumante,,1979
,Espumante moscatel,,1979
,Base espumante,,1979
,Base espumante moscatel,,1979
,Base Champenoise champanha,,1979
,Base Charmat champanha,,1979
,Bebida de uva,,1979
,Polpa de uva,,1979
,Mosto simples,34318456.0,1979
,Mosto concentrado,,1979
,Mosto de uva com bagaço,,1979
,Mosto dessulfitado,,1979
,Mistelas,60300.0,1979
,Néctar de uva,,1979
,Licorosos,34000.0,1979
,Compostos,,1979
,Jeropiga,20000.0,1979
,Filtrado,,1979
,Frisante,,1979
,Vinho leve,,1979
,Vinho licoroso,,1979
,Brandy,,1979
,Destilado,,1979
,Bagaceira,938090.0,1979
,Licor de bagaceira,,1979
,Vinagre,,1979
,Borra líquida,,1979
,Borra seca,,1979
,Vinho Composto,,1979
,Pisco,,1979
,Vinho orgânico,,1979
,Espumante orgânico,,1979
,Destilado alcoólico simples de bagaceira,,1979
,Vinho acidificado,,1979
,Mosto parcialmente fermentado,,1979
,Outros derivados,,1979
Total,Total,292753538.0,1979
,VINHO DE MESA,130308185.0,1980
,Tinto,101659755.0,1980
,Branco,5363452.0,1980
,Rosado,23284978.0,1980
,VINHO FINO DE MESA (VINIFERA),31740663.0,1980
,Tinto,9296741.0,1980
,Branco,19326572.0,1980
,Rosado,3117350.0,1980
,SUCO,,1980
,Suco de uva integral,,1980
,Suco de uva concentrado,,1980
,Suco de uva adoçado,,1980
,Suco de uva orgânico,,1980
,Suco de uva reconstituído,,1980
,DERIVADOS,37553414.0,1980
,Espumante,,1980
,Espumante moscatel,,1980
,Base espumante,,1980
,Base espumante moscatel,,1980
,Base Champenoise champanha,,1980
,Base Charmat champanha,,1980
,Bebida de uva,,1980
,Polpa de uva,,1980
,Mosto simples,37553414.0,1980
,Mosto concentrado,,1980
,Mosto de uva com bagaço,,1980
,Mosto dessulfitado,,1980
,Mistelas,,1980
,Néctar de uva,,1980
,Licorosos,,1980
,Compostos,,1980
,Jeropiga,,1980
,Filtrado,,1980
,Frisante,,1980
,Vinho leve,,1980
,Vinho licoroso,,1980
,Brandy,,1980
,Destilado,,1980
,Bagaceira,,1980
,Licor de bagaceira,,1980
,Vinagre,,1980
,Borra líquida,,1980
,Borra seca,,1980
,Vinho Composto,,1980
,Pisco,,1980
,Vinho orgânico,,1980
,Espumante orgânico,,1980
,Destilado alcoólico simples de bagaceira,,1980
,Vinho acidificado,,1980
,Mosto parcialmente fermentado,,1980
,Outros derivados,,1980
Total,Total,199602262.0,1980
,VINHO DE MESA,186129728.0,1981
,Tinto,134156175.0,1981
,Branco,12547739.0,1981
,Rosado,39425814.0,1981
,VINHO FINO DE MESA (VINIFERA),49348047.0,1981
,Tinto,16036963.0,1981
,Branco,27528276.0,1981
,Rosado,5782808.0,1981
,SUCO,,1981
,Suco de uva integral,,1981
,Suco de uva concentrado,,1981
,Suco de uva adoçado,,1981
,Suco de uva orgânico,,1981
,Suco de uva reconstituído,,1981
,DERIVADOS,52530037.0,1981
,Espumante,,1981
,Espumante moscatel,,1981
,Base espumante,,1981
,Base espumante moscatel,,1981
,Base Champenoise champanha,,1981
,Base Charmat champanha,,1981
,Bebida de uva,,1981
,Polpa de uva,,1981
,Mosto simples,48762185.0,1981
,Mosto concentrado,,1981
,Mosto de uva com bagaço,,1981
,Mosto dessulfitado,,1981
,Mistelas,,1981
,Néctar de uva,,1981
,Licorosos,,1981
,Compostos,,1981
,Jeropiga,,1981
,Filtrado,,1981
,Frisante,,1981
,Vinho leve,,1981
,Vinho licoroso,,1981
,Brandy,,1981
,Destilado,,1981
,Bagaceira,,1981
,Licor de bagaceira,,1981
,Vinagre,,1981
,Borra líquida,3767852.0,1981
,Borra seca,,1981
,Vinho Composto,,1981
,Pisco,,1981
,Vinho orgânico,,1981
,Espumante orgânico,,1981
,Destilado alcoólico simples de bagaceira,,1981
,Vinho acidificado,,1981
,Mosto parcialmente fermentado,,1981
,Outros derivados,,1981
Total,Total,288007812.0,1981
,VINHO DE MESA,234754564.0,1982
,Tinto,183349460.0,1982
,Branco,15782499.0,1982
,Rosado,35622605.0,1982
,VINHO FINO DE MESA (VINIFERA),57453581.0,1982
,Tinto,19987588.0,1982
,Branco,34423412.0,1982
,Rosado,3042581.0,1982
,SUCO,,1982
,Suco de uva integral,,1982
,Suco de uva concentrado,,1982
,Suco de uva adoçado,,1982
,Suco de uva orgânico,,1982
,Suco de uva reconstituído,,1982
,DERIVADOS,37506770.0,1982
,Espumante,,1982
,Espumante moscatel,,1982
,Base espumante,,1982
,Base espumante moscatel,,1982
,Base Champenoise champanha,,1982
,Base Charmat champanha,,1982
,Bebida de uva,,1982
,Polpa de uva,,1982
,Mosto simples,37506770.0,1982
,Mosto concentrado,,1982
,Mosto de uva com bagaço,,1982
,Mosto dessulfitado,,1982
,Mistelas,,1982
,Néctar de uva,,1982
,Licorosos,,1982
,Compostos,,1982
,Jeropiga,,1982
,Filtrado,,1982
,Frisante,,1982
,Vinho leve,,1982
,Vinho licoroso,,1982
,Brandy,,1982
,Destilado,,1982
,Bagaceira,,1982
,Licor de bagaceira,,1982
,Vinagre,,1982
,Borra líquida,,1982
,Borra seca,,1982
,Vinho Composto,,1982
,Pisco,,1982
,Vinho orgânico,,1982
,Espumante orgânico,,1982
,Destilado alcoólico simples de bagaceira,,1982
,Vinho acidificado,,1982
,Mosto parcialmente fermentado,,1982
,Outros derivados,,1982
Total,Total,329714915.0,1982
,VINHO DE MESA,120261544.0,1983
,Tinto,87080528.0,1983
,Branco,12191896.0,1983
,Rosado,20989120.0,1983
,VINHO FINO DE MESA (VINIFERA),40616812.0,1983
,Tinto,14340514.0,1983
,Branco,24164361.0,1983
,Rosado,2111937.0,1983
,SUCO,,1983
,Suco de uva integral,,1983
,Suco de uva concentrado,,1983
,Suco de uva adoçado,,1983
,Suco de uva orgânico,,1983
,Suco de uva reconstituído,,1983
,DERIVADOS,27314628.0,1983
,Espumante,,1983
,Espumante moscatel,,1983
,Base espumante,,1983
,Base espumante moscatel,,1983
,Base Champenoise champanha,,1983
,Base Charmat champanha,,1983
,Bebida de uva,,1983
,Polpa de uva,,1983
,Mosto simples,27314628.0,1983
,Mosto concentrado,,1983
,Mosto de uva com bagaço,,1983
,Mosto dessulfitado,,1983
,Mistelas,,1983
,Néctar de uva,,1983
,Licorosos,,1983
,Compostos,,1983
,Jeropiga,,1983
,Filtrado,,1983
,Frisante,,1983
,Vinho leve,,1983
,Vinho licoroso,,1983
,Brandy,,1983
,Destilado,,1983
,Bagaceira,,1983
,Licor de bagaceira,,1983
,Vinagre,,1983
,Borra líquida,,1983
,Borra seca,,1983
,Vinho Composto,,1983
,Pisco,,1983
,Vinho orgânico,,1983
,Espumante orgânico,,1983
,Destilado alcoólico simples de bagaceira,,1983
,Vinho acidificado,,1983
,Mosto parcialmente fermentado,,1983
,Outros derivados,,1983
Total,Total,188192984.0,1983
,VINHO DE MESA,177680331.0,1984
,Tinto,119615028.0,1984
,Branco,19502230.0,1984
,Rosado,38563073.0,1984
,VINHO FINO DE MESA (VINIFERA),48289279.0,1984
,Tinto,15777602.0,1984
,Branco,30395959.0,1984
,Rosado,2115718.0,1984
,SUCO,,1984
,Suco de uva integral,,1984
,Suco de uva concentrado,,1984
,Suco de uva adoçado,,1984
,Suco de uva orgânico,,1984
,Suco de uva reconstituído,,1984
,DERIVADOS,17331744.0,1984
,Espumante,,1984
,Espumante moscatel,,1984
,Base espumante,,1984
,Base espumante moscatel,,1984
,Base Champenoise champanha,,1984
,Base Charmat champanha,,1984
,Bebida de uva,,1984
,Polpa de uva,,1984
,Mosto simples,17331744.0,1984
,Mosto concentrado,,1984
,Mosto de uva com bagaço,,1984
,Mosto dessulfitado,,1984
,Mistelas,,1984
,Néctar de uva,,1984
,Licorosos,,1984
,Compostos,,1984
,Jeropiga,,1984
,Filtrado,,1984
,Frisante,,1984
,Vinho leve,,1984
,Vinho licoroso,,1984
,Brandy,,1984
,Destilado,,1984
,Bagaceira,,1984
,Licor de bagaceira,,1984
,Vinagre,,1984
,Borra líquida,,1984
,Borra seca,,1984
,Vinho Composto,,1984
,Pisco,,1984
,Vinho orgânico,,1984
,Espumante orgânico,,1984
,Destilado alcoólico simples de bagaceira,,1984
,Vinho acidificado,,1984
,Mosto parcialmente fermentado,,1984
,Outros derivados,,1984
Total,Total,243301354.0,1984
,VINHO DE MESA,275338955.0,1985
,Tinto,216732390.0,1985
,Branco,23010666.0,1985
,Rosado,35595899.0,1985
,VINHO FINO DE MESA (VINIFERA),67035393.0,1985
,Tinto,19347979.0,1985
,Branco,44679484.0,1985
,Rosado,3007930.0,1985
,SUCO,6631667.0,1985
,Suco de uva integral,3544706.0,1985
,Suco de uva concentrado,3086961.0,1985
,Suco de uva adoçado,,1985
,Suco de uva orgânico,,1985
,Suco de uva reconstituído,,1985
,DERIVADOS,17336419.0,1985
,Espumante,,1985
,Espumante moscatel,,1985
,Base espumante,,1985
,Base espumante moscatel,,1985
,Base Champenoise champanha,,1985
,Base Charmat champanha,,1985
,Bebida de uva,,1985
,Polpa de uva,,1985
,Mosto simples,10637557.0,1985
,Mosto concentrado,354707.0,1985
,Mosto de uva com bagaço,,1985
,Mosto dessulfitado,,1985
,Mistelas,,1985
,Néctar de uva,,1985
,Licorosos,,1985
,Compostos,,1985
,Jeropiga,234500.0,1985
,Filtrado,,1985
,Frisante,,1985
,Vinho leve,,1985
,Vinho licoroso,,1985
,Brandy,13000.0,1985
,Destilado,342650.0,1985
,Bagaceira,299500.0,1985
,Licor de bagaceira,,1985
,Vinagre,104707.0,1985
,Borra líquida,5095798.0,1985
,Borra seca,,1985
,Vinho Composto,,1985
,Pisco,,1985
,Vinho orgânico,254000.0,1985
,Espumante orgânico,,1985
,Destilado alcoólico simples de bagaceira,,1985
,Vinho acidificado,,1985
,Mosto parcialmente fermentado,,1985
,Outros derivados,,1985
Total,Total,366342434.0,1985
,VINHO DE MESA,157711522.0,1986
,Tinto,118766694.0,1986
,Branco,16872183.0,1986
,Rosado,22072645.0,1986
,VINHO FINO DE MESA (VINIFERA),48559180.0,1986
,Tinto,12282967.0,1986
,Branco,34794145.0,1986
,Rosado,1482068.0,1986
,SUCO,4313768.0,1986
,Suco de uva integral,2116507.0,1986
,Suco de uva concentrado,2197261.0,1986
,Suco de uva adoçado,,1986
,Suco de uva orgânico,,1986
,Suco de uva reconstituído,,1986
,DERIVADOS,14785645.0,1986
,Espumante,,1986
,Espumante moscatel,,1986
,Base espumante,,1986
,Base espumante moscatel,,1986
,Base Champenoise champanha,,1986
,Base Charmat champanha,,1986
,Bebida de uva,,1986
,Polpa de uva,,1986
,Mosto simples,7031320.0,1986
,Mosto concentrado,295800.0,1986
,Mosto de uva com bagaço,,1986
,Mosto dessulfitado,,1986
,Mistelas,378400.0,1986
,Néctar de uva,,1986
,Licorosos,,1986
,Compostos,,1986
,Jeropiga,173000.0,1986
,Filtrado,,1986
,Frisante,,1986
,Vinho leve,,1986
,Vinho licoroso,,1986
,Brandy,,1986
,Destilado,222230.0,1986
,Bagaceira,156100.0,1986
,Licor de bagaceira,,1986
,Vinagre,,1986
,Borra líquida,6357648.0,1986
,Borra seca,,1986
,Vinho Composto,,1986
,Pisco,,1986
,Vinho orgânico,171147.0,1986
,Espumante orgânico,,1986
,Destilado alcoólico simples de bagaceira,,1986
,Vinho acidificado,,1986
,Mosto parcialmente fermentado,,1986
,Outros derivados,,1986
Total,Total,225370115.0,1986
,VINHO DE MESA,150467184.0,1987
,Tinto,97841160.0,1987
,Branco,27497857.0,1987
,Rosado,25128167.0,1987
,VINHO FINO DE MESA (VINIFERA),47301266.0,1987
,Tinto,10920073.0,1987
,Branco,35432544.0,1987
,Rosado,948649.0,1987
,SUCO,5469016.0,1987
,Suco de uva integral,2262240.0,1987
,Suco de uva concentrado,3206776.0,1987
,Suco de uva adoçado,,1987
,Suco de uva orgânico,,1987
,Suco de uva reconstituído,,1987
,DERIVADOS,14905862.0,1987
,Espumante,,1987
,Espumante moscatel,,1987
,Base espumante,,1987
,Base espumante moscatel,,1987
,Base Champenoise champanha,,1987
,Base Charmat champanha,,1987
,Bebida de uva,,1987
,Polpa de uva,,1987
,Mosto simples,7821040.0,1987
,Mosto concentrado,400500.0,1987
,Mosto de uva com bagaço,,1987
,Mosto dessulfitado,,1987
,Mistelas,402600.0,1987
,Néctar de uva,,1987
,Licorosos,,1987
,Compostos,,1987
,Jeropiga,122000.0,1987
,Filtrado,,1987
,Frisante,,1987
,Vinho leve,,1987
,Vinho licoroso,,1987
,Brandy,,1987
,Destilado,472576.0,1987
,Bagaceira,325600.0,1987
,Licor de bagaceira,,1987
,Vinagre,,1987
,Borra líquida,5142446.0,1987
,Borra seca,,1987
,Vinho Composto,,1987
,Pisco,,1987
,Vinho orgânico,219100.0,1987
,Espumante orgânico,,1987
,Destilado alcoólico simples de bagaceira,,1987
,Vinho acidificado,,1987
,Mosto parcialmente fermentado,,1987
,Outros derivados,,1987
Total,Total,218143328.0,1987
,VINHO DE MESA,244791058.0,1988
,Tinto,173747942.0,1988
,Branco,32660045.0,1988
,Rosado,38383071.0,1988
,VINHO FINO DE MESA (VINIFERA),76560765.0,1988
,Tinto,18690518.0,1988
,Branco,56441847.0,1988
,Rosado,1428400.0,1988
,SUCO,7586870.0,1988
,Suco de uva integral,2018000.0,1988
,Suco de uva concentrado,5568870.0,1988
,Suco de uva adoçado,,1988
,Suco de uva orgânico,,1988
,Suco de uva reconstituído,,1988
,DERIVADOS,19644584.0,1988
,Espumante,76000.0,1988
,Espumante moscatel,,1988
,Base espumante,,1988
,Base espumante moscatel,,1988
,Base Champenoise champanha,,1988
,Base Charmat champanha,,1988
,Bebida de uva,,1988
